topic_id,token_id,token,document_frequency,weight
0,0,prior_alpha_ratio__level_high,50,0.0109205237389
0,1,prior_alpha_ratio__level_low,50,0.0138023778294
0,2,prior_alpha_ratio__level_mid,50,0.00627724155736
0,3,prior_attention_deficit__level_high,49,0.000274603008562
0,4,prior_attention_deficit__level_low,51,0.0126525315939
0,5,prior_attention_deficit__level_mid,50,0.0149014377335
0,6,prior_coding_tool_type__value_codebook,46,0.000284379461695
0,7,prior_coding_tool_type__value_mixed,35,0.0122919887377
0,8,prior_coding_tool_type__value_mnemonic,23,0.00271090565821
0,9,prior_coding_tool_type__value_table,46,0.0121442809516
0,10,prior_condition_mean_adjusted_attention__level_high,44,0.013113573479
0,11,prior_condition_mean_adjusted_attention__level_low,58,0.000305883478929
0,12,prior_condition_mean_adjusted_attention__level_mid,48,0.0115387142856
0,13,prior_condition_noise_adjustment__level_high,33,0.00648193532759
0,14,prior_condition_noise_adjustment__level_low,84,0.0171430986409
0,15,prior_condition_noise_adjustment__level_mid,33,0.00508598738006
0,16,prior_condition_noise_level__level_high,33,0.00648193532759
0,17,prior_condition_noise_level__level_low,84,0.0171430986409
0,18,prior_condition_noise_level__level_mid,33,0.00508598738006
0,19,prior_condition_profile__value_hard,61,0.0200969891164
0,20,prior_condition_profile__value_moderate,47,0.00919491413478
0,21,prior_condition_profile__value_normal,42,0.000288697918344
0,22,prior_condition_time_pressure__level_high,33,0.0164872124921
0,23,prior_condition_time_pressure__level_low,78,0.00932789661368
0,24,prior_condition_time_pressure__level_mid,39,0.000298974805373
0,25,prior_condition_total_adjusted_time__level_high,50,0.0333704222904
0,26,prior_condition_total_adjusted_time__level_low,50,0.000264817965974
0,27,prior_condition_total_adjusted_time__level_mid,50,0.000324949136009
0,28,prior_control_expected_detection_rate__level_high,50,0.0188306097733
0,29,prior_control_expected_detection_rate__level_low,50,0.000283667122454
0,30,prior_control_expected_detection_rate__level_mid,50,0.0113827302021
0,31,prior_control_intensity__level_high,36,0.01189526386
0,32,prior_control_intensity__level_low,76,0.000282460805491
0,33,prior_control_intensity__level_mid,38,0.0197194253433
0,34,prior_control_marker_ratio__level_high,50,0.0105685161223
0,35,prior_control_marker_ratio__level_low,50,0.00878235445966
0,36,prior_control_marker_ratio__level_mid,50,0.010303568019
0,37,prior_digit_ratio__level_high,50,0.0117655383187
0,38,prior_digit_ratio__level_low,50,0.0128675999247
0,39,prior_digit_ratio__level_mid,50,0.00985057002795
0,40,prior_expected_error_probability__level_high,50,0.006971975569
0,41,prior_expected_error_probability__level_low,50,0.00028807034324
0,42,prior_expected_error_probability__level_mid,50,0.0189971065078
0,43,prior_manual_operation_count__level_high,46,0.0357168923366
0,44,prior_manual_operation_count__level_low,59,0.000267440879611
0,45,prior_manual_operation_count__level_mid,45,0.000338851528962
0,46,prior_mean_complexity__level_high,30,0.0135337521174
0,47,prior_mean_complexity__level_low,60,0.00553526424225
0,48,prior_mean_complexity__level_mid,60,0.0127872321915
0,49,prior_mean_message_criticality__level_high,30,0.0120429184097
0,50,prior_mean_message_criticality__level_low,60,0.000320367527183
0,51,prior_mean_message_criticality__level_mid,60,0.0157290560332
0,52,prior_memory_load_index__level_high,50,0.0387979956415
0,53,prior_memory_load_index__level_low,50,0.000265170958086
0,54,prior_memory_load_index__level_mid,50,0.00256011524981
0,55,prior_message_entropy_estimate__level_high,50,0.0197778129084
0,56,prior_message_entropy_estimate__level_low,50,0.00514141420616
0,57,prior_message_entropy_estimate__level_mid,50,0.00682441773563
0,58,prior_message_length__level_high,42,0.0326301731035
0,59,prior_message_length__level_low,66,0.000278067701721
0,60,prior_message_length__level_mid,42,0.00506941972609
0,61,prior_operator_attention__level_high,25,0.00516330939547
0,62,prior_operator_attention__level_low,58,0.000276660131591
0,63,prior_operator_attention__level_mid,67,0.0250908019561
0,64,prior_operator_error_susceptibility__level_high,49,0.00334404976043
0,65,prior_operator_error_susceptibility__level_low,51,0.000285128013485
0,66,prior_operator_error_susceptibility__level_mid,50,0.0225374782728
0,67,prior_operator_fatigue__level_high,28,0.00687128183343
0,68,prior_operator_fatigue__level_low,66,0.016048290755
0,69,prior_operator_fatigue__level_mid,56,0.00607733609347
0,70,prior_operator_skill__level_high,48,0.0119869693283
0,71,prior_operator_skill__level_low,68,0.0029334076449
0,72,prior_operator_skill__level_mid,34,0.0155433156778
0,73,prior_operator_total_estimated_time__level_high,50,0.0344145387352
0,74,prior_operator_total_estimated_time__level_low,50,0.000273841243101
0,75,prior_operator_total_estimated_time__level_mid,50,0.000299320714271
0,76,prior_procedure_branch_count__level_high,35,0.0237471528473
0,77,prior_procedure_branch_count__level_low,62,0.00028432117947
0,78,prior_procedure_branch_count__level_mid,53,0.0122877918769
0,79,prior_procedure_steps__level_high,38,0.0174984892977
0,80,prior_procedure_steps__level_low,55,0.00312109511575
0,81,prior_procedure_steps__level_mid,57,0.0114943853792
0,82,prior_repetition_expected_count__level_high,40,0.00610789530372
0,83,prior_repetition_expected_count__level_low,81,0.0137723577023
0,84,prior_repetition_expected_count__level_mid,29,0.0101505237326
0,85,prior_symbol_group_count__level_high,42,0.0326301731035
0,86,prior_symbol_group_count__level_low,66,0.000278067701721
0,87,prior_symbol_group_count__level_mid,42,0.00506941972609
0,88,prior_time_pressure_index__level_high,33,0.0164872124921
0,89,prior_time_pressure_index__level_low,78,0.00932789661368
0,90,prior_time_pressure_index__level_mid,39,0.000298974805373
0,91,prior_total_nominal_time__level_high,50,0.0388118156564
0,92,prior_total_nominal_time__level_low,50,0.00026877625708
0,93,prior_total_nominal_time__level_mid,50,0.000292220580381
0,94,prior_verification_required__absent,90,0.00735735536809
0,95,prior_verification_required__present,60,0.0208671681245
1,0,prior_alpha_ratio__level_high,50,0.00645069523618
1,1,prior_alpha_ratio__level_low,50,0.0136371694388
1,2,prior_alpha_ratio__level_mid,50,0.0118337766736
1,3,prior_attention_deficit__level_high,49,0.031971549483
1,4,prior_attention_deficit__level_low,51,0.000229785595199
1,5,prior_attention_deficit__level_mid,50,0.000247990292417
1,6,prior_coding_tool_type__value_codebook,46,0.011334020773
1,7,prior_coding_tool_type__value_mixed,35,0.000220803182084
1,8,prior_coding_tool_type__value_mnemonic,23,0.00768242386876
1,9,prior_coding_tool_type__value_table,46,0.0178911976374
1,10,prior_condition_mean_adjusted_attention__level_high,44,0.000232827503637
1,11,prior_condition_mean_adjusted_attention__level_low,58,0.0377813140398
1,12,prior_condition_mean_adjusted_attention__level_mid,48,0.000233836374262
1,13,prior_condition_noise_adjustment__level_high,33,0.0163707798896
1,14,prior_condition_noise_adjustment__level_low,84,0.012840730053
1,15,prior_condition_noise_adjustment__level_mid,33,0.00631863604116
1,16,prior_condition_noise_level__level_high,33,0.0163707798896
1,17,prior_condition_noise_level__level_low,84,0.012840730053
1,18,prior_condition_noise_level__level_mid,33,0.00631863604116
1,19,prior_condition_profile__value_hard,61,0.0230869739868
1,20,prior_condition_profile__value_moderate,47,0.010726469458
1,21,prior_condition_profile__value_normal,42,0.000227974801904
1,22,prior_condition_time_pressure__level_high,33,0.00797051027204
1,23,prior_condition_time_pressure__level_low,78,0.000240477754886
1,24,prior_condition_time_pressure__level_mid,39,0.025456888719
1,25,prior_condition_total_adjusted_time__level_high,50,0.00481402550567
1,26,prior_condition_total_adjusted_time__level_low,50,0.00626992691182
1,27,prior_condition_total_adjusted_time__level_mid,50,0.0127798905502
1,28,prior_control_expected_detection_rate__level_high,50,0.000246201661834
1,29,prior_control_expected_detection_rate__level_low,50,0.0150602302505
1,30,prior_control_expected_detection_rate__level_mid,50,0.0171830219383
1,31,prior_control_intensity__level_high,36,0.000260097514857
1,32,prior_control_intensity__level_low,76,0.0303641064647
1,33,prior_control_intensity__level_mid,38,0.000269811592555
1,34,prior_control_marker_ratio__level_high,50,0.0113141724555
1,35,prior_control_marker_ratio__level_low,50,0.00674610976613
1,36,prior_control_marker_ratio__level_mid,50,0.0135620973578
1,37,prior_digit_ratio__level_high,50,0.0141848407652
1,38,prior_digit_ratio__level_low,50,0.00427314951824
1,39,prior_digit_ratio__level_mid,50,0.0105753753208
1,40,prior_expected_error_probability__level_high,50,0.0269977355512
1,41,prior_expected_error_probability__level_low,50,0.000221072886347
1,42,prior_expected_error_probability__level_mid,50,0.00318625965692
1,43,prior_manual_operation_count__level_high,46,0.00023035593939
1,44,prior_manual_operation_count__level_low,59,0.0176601801681
1,45,prior_manual_operation_count__level_mid,45,0.0124901943828
1,46,prior_mean_complexity__level_high,30,0.00488387339237
1,47,prior_mean_complexity__level_low,60,0.011268665556
1,48,prior_mean_complexity__level_mid,60,0.0140237943771
1,49,prior_mean_message_criticality__level_high,30,0.00492808722709
1,50,prior_mean_message_criticality__level_low,60,0.0186942027919
1,51,prior_mean_message_criticality__level_mid,60,0.0106347875293
1,52,prior_memory_load_index__level_high,50,0.000241606628185
1,53,prior_memory_load_index__level_low,50,0.00827419495464
1,54,prior_memory_load_index__level_mid,50,0.0137158647111
1,55,prior_message_entropy_estimate__level_high,50,0.00979086044587
1,56,prior_message_entropy_estimate__level_low,50,0.00859911281701
1,57,prior_message_entropy_estimate__level_mid,50,0.0120388580536
1,58,prior_message_length__level_high,42,0.000231023736278
1,59,prior_message_length__level_low,66,0.0175102026421
1,60,prior_message_length__level_mid,42,0.0093930383861
1,61,prior_operator_attention__level_high,25,0.00024660933129
1,62,prior_operator_attention__level_low,58,0.0282923213108
1,63,prior_operator_attention__level_mid,67,0.000245790414409
1,64,prior_operator_error_susceptibility__level_high,49,0.0293964072727
1,65,prior_operator_error_susceptibility__level_low,51,0.000217457103293
1,66,prior_operator_error_susceptibility__level_mid,50,0.00675246701406
1,67,prior_operator_fatigue__level_high,28,0.0127713853043
1,68,prior_operator_fatigue__level_low,66,0.000234222054215
1,69,prior_operator_fatigue__level_mid,56,0.0210660551493
1,70,prior_operator_skill__level_high,48,0.000233264572206
1,71,prior_operator_skill__level_low,68,0.0233833032396
1,72,prior_operator_skill__level_mid,34,0.00939485461793
1,73,prior_operator_total_estimated_time__level_high,50,0.0039341924733
1,74,prior_operator_total_estimated_time__level_low,50,0.00925054336983
1,75,prior_operator_total_estimated_time__level_mid,50,0.0117162191319
1,76,prior_procedure_branch_count__level_high,35,0.00314601604115
1,77,prior_procedure_branch_count__level_low,62,0.0112531904761
1,78,prior_procedure_branch_count__level_mid,53,0.0151333642354
1,79,prior_procedure_steps__level_high,38,0.00244531040008
1,80,prior_procedure_steps__level_low,55,0.0100156803355
1,81,prior_procedure_steps__level_mid,57,0.0187262046733
1,82,prior_repetition_expected_count__level_high,40,0.0212202196907
1,83,prior_repetition_expected_count__level_low,81,0.000232996044463
1,84,prior_repetition_expected_count__level_mid,29,0.0106834465342
1,85,prior_symbol_group_count__level_high,42,0.000231023736278
1,86,prior_symbol_group_count__level_low,66,0.0175102026421
1,87,prior_symbol_group_count__level_mid,42,0.0093930383861
1,88,prior_time_pressure_index__level_high,33,0.00797051027204
1,89,prior_time_pressure_index__level_low,78,0.000240477754886
1,90,prior_time_pressure_index__level_mid,39,0.025456888719
1,91,prior_total_nominal_time__level_high,50,0.000237750789339
1,92,prior_total_nominal_time__level_low,50,0.0133262365744
1,93,prior_total_nominal_time__level_mid,50,0.0109298281724
1,94,prior_verification_required__absent,90,0.0237531845252
1,95,prior_verification_required__present,60,0.0095253311722
2,0,prior_alpha_ratio__level_high,50,0.0130698547426
2,1,prior_alpha_ratio__level_low,50,0.00587381231405
2,2,prior_alpha_ratio__level_mid,50,0.0119605621087
2,3,prior_attention_deficit__level_high,49,0.000170564232937
2,4,prior_attention_deficit__level_low,51,0.0171246760939
2,5,prior_attention_deficit__level_mid,50,0.0152098772241
2,6,prior_coding_tool_type__value_codebook,46,0.0141635177297
2,7,prior_coding_tool_type__value_mixed,35,0.00958603772433
2,8,prior_coding_tool_type__value_mnemonic,23,0.00419852929724
2,9,prior_coding_tool_type__value_table,46,0.0017882602041
2,10,prior_condition_mean_adjusted_attention__level_high,44,0.0134318583856
2,11,prior_condition_mean_adjusted_attention__level_low,58,0.000171581242939
2,12,prior_condition_mean_adjusted_attention__level_mid,48,0.0163653442166
2,13,prior_condition_noise_adjustment__level_high,33,0.000175711493381
2,14,prior_condition_noise_adjustment__level_low,84,0.0208838464178
2,15,prior_condition_noise_adjustment__level_mid,33,0.00858280110739
2,16,prior_condition_noise_level__level_high,33,0.000175711493381
2,17,prior_condition_noise_level__level_low,84,0.0208838464178
2,18,prior_condition_noise_level__level_mid,33,0.00858280110739
2,19,prior_condition_profile__value_hard,61,0.000178207890245
2,20,prior_condition_profile__value_moderate,47,0.00949627415679
2,21,prior_condition_profile__value_normal,42,0.0205355661378
2,22,prior_condition_time_pressure__level_high,33,0.000170031589574
2,23,prior_condition_time_pressure__level_low,78,0.0323248222961
2,24,prior_condition_time_pressure__level_mid,39,0.00017668341329
2,25,prior_condition_total_adjusted_time__level_high,50,0.000166311554241
2,26,prior_condition_total_adjusted_time__level_low,50,0.0199116358654
2,27,prior_condition_total_adjusted_time__level_mid,50,0.0149981751902
2,28,prior_control_expected_detection_rate__level_high,50,0.0127383087403
2,29,prior_control_expected_detection_rate__level_low,50,0.0133163039902
2,30,prior_control_expected_detection_rate__level_mid,50,0.00474101450067
2,31,prior_control_intensity__level_high,36,0.0102920631759
2,32,prior_control_intensity__level_low,76,0.0144852321757
2,33,prior_control_intensity__level_mid,38,0.00633202037874
2,34,prior_control_marker_ratio__level_high,50,0.00964891297203
2,35,prior_control_marker_ratio__level_low,50,0.0141943073587
2,36,prior_control_marker_ratio__level_mid,50,0.00813208774359
2,37,prior_digit_ratio__level_high,50,0.00674556398558
2,38,prior_digit_ratio__level_low,50,0.0134752865924
2,39,prior_digit_ratio__level_mid,50,0.0106540873139
2,40,prior_expected_error_probability__level_high,50,0.000166319370158
2,41,prior_expected_error_probability__level_low,50,0.0244272708028
2,42,prior_expected_error_probability__level_mid,50,0.010431573716
2,43,prior_manual_operation_count__level_high,46,0.000179364652862
2,44,prior_manual_operation_count__level_low,59,0.0157512004724
2,45,prior_manual_operation_count__level_mid,45,0.0127775545892
2,46,prior_mean_complexity__level_high,30,0.00288327859162
2,47,prior_mean_complexity__level_low,60,0.0177084550904
2,48,prior_mean_complexity__level_mid,60,0.0110808300082
2,49,prior_mean_message_criticality__level_high,30,0.0037884527184
2,50,prior_mean_message_criticality__level_low,60,0.0154292296838
2,51,prior_mean_message_criticality__level_mid,60,0.0117675160697
2,52,prior_memory_load_index__level_high,50,0.000174850787076
2,53,prior_memory_load_index__level_low,50,0.0184103237475
2,54,prior_memory_load_index__level_mid,50,0.0128904310437
2,55,prior_message_entropy_estimate__level_high,50,0.00499372549639
2,56,prior_message_entropy_estimate__level_low,50,0.0150980100836
2,57,prior_message_entropy_estimate__level_mid,50,0.0114625901073
2,58,prior_message_length__level_high,42,0.000178486712011
2,59,prior_message_length__level_low,66,0.0192572103854
2,60,prior_message_length__level_mid,42,0.0106625728798
2,61,prior_operator_attention__level_high,25,0.00919562075235
2,62,prior_operator_attention__level_low,58,0.00729672345556
2,63,prior_operator_attention__level_mid,67,0.0170566801228
2,64,prior_operator_error_susceptibility__level_high,49,0.000167386856901
2,65,prior_operator_error_susceptibility__level_low,51,0.0249175982145
2,66,prior_operator_error_susceptibility__level_mid,50,0.00553246610948
2,67,prior_operator_fatigue__level_high,28,0.000197584885101
2,68,prior_operator_fatigue__level_low,66,0.0222706735765
2,69,prior_operator_fatigue__level_mid,56,0.00808649767686
2,70,prior_operator_skill__level_high,48,0.0160836536116
2,71,prior_operator_skill__level_low,68,0.0141589114272
2,72,prior_operator_skill__level_mid,34,0.000183102699138
2,73,prior_operator_total_estimated_time__level_high,50,0.000168122695297
2,74,prior_operator_total_estimated_time__level_low,50,0.0176736339866
2,75,prior_operator_total_estimated_time__level_mid,50,0.0158109381913
2,76,prior_procedure_branch_count__level_high,35,0.00018565777489
2,77,prior_procedure_branch_count__level_low,62,0.0219963730362
2,78,prior_procedure_branch_count__level_mid,53,0.00716378175384
2,79,prior_procedure_steps__level_high,38,0.00610048108879
2,80,prior_procedure_steps__level_low,55,0.0177374451584
2,81,prior_procedure_steps__level_mid,57,0.00691535326226
2,82,prior_repetition_expected_count__level_high,40,0.000179522520798
2,83,prior_repetition_expected_count__level_low,81,0.0309905121878
2,84,prior_repetition_expected_count__level_mid,29,0.000183246618625
2,85,prior_symbol_group_count__level_high,42,0.000178486712011
2,86,prior_symbol_group_count__level_low,66,0.0192572103854
2,87,prior_symbol_group_count__level_mid,42,0.0106625728798
2,88,prior_time_pressure_index__level_high,33,0.000170031589574
2,89,prior_time_pressure_index__level_low,78,0.0323248222961
2,90,prior_time_pressure_index__level_mid,39,0.00017668341329
2,91,prior_total_nominal_time__level_high,50,0.000169040684289
2,92,prior_total_nominal_time__level_low,50,0.0146243447306
2,93,prior_total_nominal_time__level_mid,50,0.0164043717329
2,94,prior_verification_required__absent,90,0.0217844708039
2,95,prior_verification_required__present,60,0.00936465952551
