topic_id,token_id,token,document_frequency,weight
0,0,prior_alpha_ratio__level_high,50,0.0114370121179
0,1,prior_alpha_ratio__level_low,50,0.0077325359136
0,2,prior_alpha_ratio__level_mid,50,0.0136311500466
0,3,prior_attention_deficit__level_high,49,0.000397088683188
0,4,prior_attention_deficit__level_low,51,0.00042537864361
0,5,prior_attention_deficit__level_mid,50,0.045350982668
0,6,prior_coding_tool_type__value_codebook,46,0.000395636883462
0,7,prior_coding_tool_type__value_mixed,35,0.00043611354358
0,8,prior_coding_tool_type__value_mnemonic,23,0.000398357806515
0,9,prior_coding_tool_type__value_table,46,0.042967115006
0,10,prior_condition_mean_adjusted_attention__level_high,44,0.000426401278557
0,11,prior_condition_mean_adjusted_attention__level_low,58,0.000426509405943
0,12,prior_condition_mean_adjusted_attention__level_mid,48,0.0301878506693
0,13,prior_condition_noise_adjustment__level_high,33,0.0317012308807
0,14,prior_condition_noise_adjustment__level_low,84,0.000415152500484
0,15,prior_condition_noise_adjustment__level_mid,33,0.000426365783018
0,16,prior_condition_noise_level__level_high,33,0.0317012308807
0,17,prior_condition_noise_level__level_low,84,0.000415152500484
0,18,prior_condition_noise_level__level_mid,33,0.000426365783018
0,19,prior_condition_profile__value_hard,61,0.0430651725927
0,20,prior_condition_profile__value_moderate,47,0.000413782453761
0,21,prior_condition_profile__value_normal,42,0.000396134083029
0,22,prior_condition_time_pressure__level_high,33,0.0229103739864
0,23,prior_condition_time_pressure__level_low,78,0.0188192808371
0,24,prior_condition_time_pressure__level_mid,39,0.000413327540705
0,25,prior_condition_total_adjusted_time__level_high,50,0.000415921541165
0,26,prior_condition_total_adjusted_time__level_low,50,0.000418230045801
0,27,prior_condition_total_adjusted_time__level_mid,50,0.00595659515222
0,28,prior_control_expected_detection_rate__level_high,50,0.0156815655641
0,29,prior_control_expected_detection_rate__level_low,50,0.000401247496019
0,30,prior_control_expected_detection_rate__level_mid,50,0.0259757858322
0,31,prior_control_intensity__level_high,36,0.000405779885195
0,32,prior_control_intensity__level_low,76,0.000399605771594
0,33,prior_control_intensity__level_mid,38,0.0604067839471
0,34,prior_control_marker_ratio__level_high,50,0.00813267919992
0,35,prior_control_marker_ratio__level_low,50,0.0130173999234
0,36,prior_control_marker_ratio__level_mid,50,0.0116562519406
