model_name,diagnostic_kind,topic_id,token_id,token,document_frequency,weight
LDA_diag,diag,0,0,diag_mean_detection_probability__level_high,2,0.0493926063835
LDA_diag,diag,0,1,diag_mean_detection_probability__level_low,3,0.0123278375205
LDA_diag,diag,0,2,diag_mean_error_probability__level_high,2,0.0494822947154
LDA_diag,diag,0,3,diag_mean_error_probability__level_low,2,0.0123160448708
LDA_diag,diag,0,4,prior_condition_mean_adjusted_attention__level_high,2,0.0123160448708
LDA_diag,diag,0,5,prior_condition_mean_adjusted_attention__level_low,2,0.0494822947154
LDA_diag,diag,0,6,prior_condition_total_adjusted_time__level_high,2,0.0123199370982
LDA_diag,diag,0,7,prior_condition_total_adjusted_time__level_low,2,0.0123160448708
LDA_diag,diag,0,8,prior_control_marker_ratio__level_high,2,0.0123245403638
LDA_diag,diag,0,9,prior_control_marker_ratio__level_low,2,0.0493926063835
LDA_diag,diag,0,10,prior_digit_ratio__level_high,2,0.0493926063835
LDA_diag,diag,0,11,prior_digit_ratio__level_low,2,0.0123245403638
LDA_diag,diag,0,12,prior_mean_complexity__level_low,2,0.0123160448708
LDA_diag,diag,0,13,prior_mean_complexity__level_mid,2,0.0493165068324
LDA_diag,diag,0,14,prior_mean_message_criticality__level_high,2,0.0493926063835
LDA_diag,diag,0,15,prior_mean_message_criticality__level_low,2,0.0123245403638
LDA_diag,diag,0,16,prior_message_length__level_low,2,0.0123160448708
LDA_diag,diag,0,17,prior_message_length__level_mid,2,0.0493165068324
LDA_diag,diag,0,18,prior_operator_final_fatigue__level_high,2,0.0494822947154
LDA_diag,diag,0,19,prior_operator_final_fatigue__level_low,2,0.0123160448708
LDA_diag,diag,0,20,prior_operator_mean_attention__level_high,2,0.0123160448708
LDA_diag,diag,0,21,prior_operator_mean_attention__level_low,2,0.0494822947154
LDA_diag,diag,0,22,prior_operator_total_effort__level_high,2,0.0494822947154
LDA_diag,diag,0,23,prior_operator_total_effort__level_low,2,0.0123160448708
LDA_diag,diag,0,24,prior_operator_total_estimated_time__level_high,2,0.0123199370982
LDA_diag,diag,0,25,prior_operator_total_estimated_time__level_low,2,0.0123160448708
LDA_diag,diag,0,26,prior_reference_ratio__level_high,2,0.0494822947154
LDA_diag,diag,0,27,prior_reference_ratio__level_low,2,0.0123245403638
LDA_diag,diag,0,28,prior_service_ratio__level_high,2,0.0123245403638
LDA_diag,diag,0,29,prior_service_ratio__level_low,2,0.0493926063835
LDA_diag,diag,0,30,prior_step_count__level_low,2,0.0123160448708
LDA_diag,diag,0,31,prior_step_count__level_mid,2,0.0493165068324
LDA_diag,diag,0,32,prior_symbol_ratio__level_high,2,0.0123245403638
LDA_diag,diag,0,33,prior_symbol_ratio__level_low,2,0.0494822947154
LDA_diag,diag,0,34,prior_total_nominal_time__level_high,2,0.0123199370982
LDA_diag,diag,0,35,prior_total_nominal_time__level_low,2,0.0123160448708
LDA_diag,diag,1,0,diag_mean_detection_probability__level_high,2,0.00927986435075
LDA_diag,diag,1,1,diag_mean_detection_probability__level_low,3,0.0650615593397
LDA_diag,diag,1,2,diag_mean_error_probability__level_high,2,0.0368835232522
LDA_diag,diag,1,3,diag_mean_error_probability__level_low,2,0.00927609077508
LDA_diag,diag,1,4,prior_condition_mean_adjusted_attention__level_high,2,0.00927609077508
LDA_diag,diag,1,5,prior_condition_mean_adjusted_attention__level_low,2,0.0368835232522
LDA_diag,diag,1,6,prior_condition_total_adjusted_time__level_high,2,0.0648815133732
LDA_diag,diag,1,7,prior_condition_total_adjusted_time__level_low,2,0.00927609077508
LDA_diag,diag,1,8,prior_control_marker_ratio__level_high,2,0.0371079652033
LDA_diag,diag,1,9,prior_control_marker_ratio__level_low,2,0.00927986435075
LDA_diag,diag,1,10,prior_digit_ratio__level_high,2,0.00927986435075
LDA_diag,diag,1,11,prior_digit_ratio__level_low,2,0.0371079652033
LDA_diag,diag,1,12,prior_mean_complexity__level_low,2,0.00927609077508
LDA_diag,diag,1,13,prior_mean_complexity__level_mid,2,0.0370083754253
LDA_diag,diag,1,14,prior_mean_message_criticality__level_high,2,0.00927986435075
LDA_diag,diag,1,15,prior_mean_message_criticality__level_low,2,0.0371079652033
LDA_diag,diag,1,16,prior_message_length__level_low,2,0.00927609077508
LDA_diag,diag,1,17,prior_message_length__level_mid,2,0.0370083754253
LDA_diag,diag,1,18,prior_operator_final_fatigue__level_high,2,0.0368835232522
LDA_diag,diag,1,19,prior_operator_final_fatigue__level_low,2,0.00927609077508
LDA_diag,diag,1,20,prior_operator_mean_attention__level_high,2,0.00927609077508
LDA_diag,diag,1,21,prior_operator_mean_attention__level_low,2,0.0368835232522
LDA_diag,diag,1,22,prior_operator_total_effort__level_high,2,0.0368835232522
LDA_diag,diag,1,23,prior_operator_total_effort__level_low,2,0.00927609077508
LDA_diag,diag,1,24,prior_operator_total_estimated_time__level_high,2,0.0648815133732
LDA_diag,diag,1,25,prior_operator_total_estimated_time__level_low,2,0.00927609077508
LDA_diag,diag,1,26,prior_reference_ratio__level_high,2,0.0368835232522
LDA_diag,diag,1,27,prior_reference_ratio__level_low,2,0.0371079652033
LDA_diag,diag,1,28,prior_service_ratio__level_high,2,0.0371079652033
LDA_diag,diag,1,29,prior_service_ratio__level_low,2,0.00927986435075
LDA_diag,diag,1,30,prior_step_count__level_low,2,0.00927609077508
LDA_diag,diag,1,31,prior_step_count__level_mid,2,0.0370083754253
LDA_diag,diag,1,32,prior_symbol_ratio__level_high,2,0.0371079652033
LDA_diag,diag,1,33,prior_symbol_ratio__level_low,2,0.0368835232522
LDA_diag,diag,1,34,prior_total_nominal_time__level_high,2,0.0648815133732
LDA_diag,diag,1,35,prior_total_nominal_time__level_low,2,0.00927609077508
LDA_diag,diag,2,0,diag_mean_detection_probability__level_high,2,0.0289062559938
LDA_diag,diag,2,1,diag_mean_detection_probability__level_low,3,0.0288690300397
LDA_diag,diag,2,2,diag_mean_error_probability__level_high,2,0.00725837721004
LDA_diag,diag,2,3,diag_mean_error_probability__level_low,2,0.0507599291564
LDA_diag,diag,2,4,prior_condition_mean_adjusted_attention__level_high,2,0.0507599291564
LDA_diag,diag,2,5,prior_condition_mean_adjusted_attention__level_low,2,0.00725837721004
LDA_diag,diag,2,6,prior_condition_total_adjusted_time__level_high,2,0.00725614450198
LDA_diag,diag,2,7,prior_condition_total_adjusted_time__level_low,2,0.0507599291564
LDA_diag,diag,2,8,prior_control_marker_ratio__level_high,2,0.0289813619806
LDA_diag,diag,2,9,prior_control_marker_ratio__level_low,2,0.0289062559938
LDA_diag,diag,2,10,prior_digit_ratio__level_high,2,0.0289062559938
LDA_diag,diag,2,11,prior_digit_ratio__level_low,2,0.0289813619806
LDA_diag,diag,2,12,prior_mean_complexity__level_low,2,0.0507599291564
LDA_diag,diag,2,13,prior_mean_complexity__level_mid,2,0.00725840780338
LDA_diag,diag,2,14,prior_mean_message_criticality__level_high,2,0.0289062559938
LDA_diag,diag,2,15,prior_mean_message_criticality__level_low,2,0.0289813619806
LDA_diag,diag,2,16,prior_message_length__level_low,2,0.0507599291564
LDA_diag,diag,2,17,prior_message_length__level_mid,2,0.00725840780338
LDA_diag,diag,2,18,prior_operator_final_fatigue__level_high,2,0.00725837721004
LDA_diag,diag,2,19,prior_operator_final_fatigue__level_low,2,0.0507599291564
LDA_diag,diag,2,20,prior_operator_mean_attention__level_high,2,0.0507599291564
LDA_diag,diag,2,21,prior_operator_mean_attention__level_low,2,0.00725837721004
LDA_diag,diag,2,22,prior_operator_total_effort__level_high,2,0.00725837721004
LDA_diag,diag,2,23,prior_operator_total_effort__level_low,2,0.0507599291564
LDA_diag,diag,2,24,prior_operator_total_estimated_time__level_high,2,0.00725614450198
LDA_diag,diag,2,25,prior_operator_total_estimated_time__level_low,2,0.0507599291564
LDA_diag,diag,2,26,prior_reference_ratio__level_high,2,0.00725837721004
LDA_diag,diag,2,27,prior_reference_ratio__level_low,2,0.0289813619806
LDA_diag,diag,2,28,prior_service_ratio__level_high,2,0.0289813619806
LDA_diag,diag,2,29,prior_service_ratio__level_low,2,0.0289062559938
LDA_diag,diag,2,30,prior_step_count__level_low,2,0.0507599291564
LDA_diag,diag,2,31,prior_step_count__level_mid,2,0.00725840780338
LDA_diag,diag,2,32,prior_symbol_ratio__level_high,2,0.0289813619806
LDA_diag,diag,2,33,prior_symbol_ratio__level_low,2,0.00725837721004
LDA_diag,diag,2,34,prior_total_nominal_time__level_high,2,0.00725614450198
LDA_diag,diag,2,35,prior_total_nominal_time__level_low,2,0.0507599291564
