topic_id,token_id,token,document_frequency,weight
0,0,prior_alpha_ratio__level_high,50,0.0124641910266
0,1,prior_alpha_ratio__level_low,50,0.00389383979326
0,2,prior_alpha_ratio__level_mid,50,0.0134024248093
0,3,prior_attention_deficit__level_high,49,0.000220119767423
0,4,prior_attention_deficit__level_low,51,0.00555841026662
0,5,prior_attention_deficit__level_mid,50,0.0149919000938
0,6,prior_coding_tool_type__value_codebook,46,0.0180570394945
0,7,prior_coding_tool_type__value_mixed,35,0.000228577899033
0,8,prior_coding_tool_type__value_mnemonic,23,0.000243923092944
0,9,prior_coding_tool_type__value_table,46,0.000240916768117
0,10,prior_condition_mean_adjusted_attention__level_high,44,0.000227409256122
0,11,prior_condition_mean_adjusted_attention__level_low,58,0.000227835517021
0,12,prior_condition_mean_adjusted_attention__level_mid,48,0.0182925020847
0,13,prior_condition_noise_adjustment__level_high,33,0.000229022907958
0,14,prior_condition_noise_adjustment__level_low,84,0.0214596161137
0,15,prior_condition_noise_adjustment__level_mid,33,0.00831468405611
0,16,prior_condition_noise_level__level_high,33,0.000229022907958
0,17,prior_condition_noise_level__level_low,84,0.0214596161137
0,18,prior_condition_noise_level__level_mid,33,0.00831468405611
0,19,prior_condition_profile__value_hard,61,0.000222333703406
0,20,prior_condition_profile__value_moderate,47,0.00704665456371
0,21,prior_condition_profile__value_normal,42,0.0259541443382
0,22,prior_condition_time_pressure__level_high,33,0.000213504438252
0,23,prior_condition_time_pressure__level_low,78,0.0370177360184
0,24,prior_condition_time_pressure__level_mid,39,0.000230844090275
0,25,prior_condition_total_adjusted_time__level_high,50,0.000213038546157
0,26,prior_condition_total_adjusted_time__level_low,50,0.0308655342199
0,27,prior_condition_total_adjusted_time__level_mid,50,0.0105236850667
0,28,prior_control_expected_detection_rate__level_high,50,0.000224669742885
0,29,prior_control_expected_detection_rate__level_low,50,0.0202469127959
0,30,prior_control_expected_detection_rate__level_mid,50,0.00586888071951
0,31,prior_control_intensity__level_high,36,0.000225156743416
0,32,prior_control_intensity__level_low,76,0.022698183878
0,33,prior_control_intensity__level_mid,38,0.000233396412268
0,34,prior_control_marker_ratio__level_high,50,0.00702919501622
0,35,prior_control_marker_ratio__level_low,50,0.0147273962438
0,36,prior_control_marker_ratio__level_mid,50,0.00887562177285
0,37,prior_digit_ratio__level_high,50,0.00613574819211
0,38,prior_digit_ratio__level_low,50,0.0119140216347
0,39,prior_digit_ratio__level_mid,50,0.0119260759388
0,40,prior_expected_error_probability__level_high,50,0.000217703729598
0,41,prior_expected_error_probability__level_low,50,0.0239370955293
0,42,prior_expected_error_probability__level_mid,50,0.00700896059502
0,43,prior_manual_operation_count__level_high,46,0.000215267373833
0,44,prior_manual_operation_count__level_low,59,0.028997925755
0,45,prior_manual_operation_count__level_mid,45,0.00973009380728
0,46,prior_mean_complexity__level_high,30,0.00223045142136
0,47,prior_mean_complexity__level_low,60,0.0209241450601
0,48,prior_mean_complexity__level_mid,60,0.0105436760776
0,49,prior_mean_message_criticality__level_high,30,0.000229951933793
0,50,prior_mean_message_criticality__level_low,60,0.0224377638833
0,51,prior_mean_message_criticality__level_mid,60,0.0118179068446
0,52,prior_memory_load_index__level_high,50,0.000230768068806
0,53,prior_memory_load_index__level_low,50,0.030848020312
0,54,prior_memory_load_index__level_mid,50,0.0110440790138
0,55,prior_message_entropy_estimate__level_high,50,0.00417646900757
0,56,prior_message_entropy_estimate__level_low,50,0.0181640222336
0,57,prior_message_entropy_estimate__level_mid,50,0.0113383234942
0,58,prior_message_length__level_high,42,0.0020397266975
0,59,prior_message_length__level_low,66,0.0287460604725
0,60,prior_message_length__level_mid,42,0.00746307983975
0,61,prior_operator_attention__level_high,25,0.000222055403166
0,62,prior_operator_attention__level_low,58,0.00955472306007
0,63,prior_operator_attention__level_mid,67,0.0100760074598
0,64,prior_operator_error_susceptibility__level_high,49,0.000215224638056
0,65,prior_operator_error_susceptibility__level_low,51,0.024624867033
0,66,prior_operator_error_susceptibility__level_mid,50,0.000307183401225
0,67,prior_operator_fatigue__level_high,28,0.000233665647099
0,68,prior_operator_fatigue__level_low,66,0.0205980320929
0,69,prior_operator_fatigue__level_mid,56,0.00593261321564
0,70,prior_operator_skill__level_high,48,0.00022925655201
0,71,prior_operator_skill__level_low,68,0.0188397785078
0,72,prior_operator_skill__level_mid,34,0.000221000048372
0,73,prior_operator_total_estimated_time__level_high,50,0.000216575193003
0,74,prior_operator_total_estimated_time__level_low,50,0.0278293233198
0,75,prior_operator_total_estimated_time__level_mid,50,0.0139718373722
0,76,prior_procedure_branch_count__level_high,35,0.000211368373369
0,77,prior_procedure_branch_count__level_low,62,0.0315774127268
0,78,prior_procedure_branch_count__level_mid,53,0.000235694143273
0,79,prior_procedure_steps__level_high,38,0.00574053795339
0,80,prior_procedure_steps__level_low,55,0.0217230204488
0,81,prior_procedure_steps__level_mid,57,0.0049822306096
0,82,prior_repetition_expected_count__level_high,40,0.000220306017433
0,83,prior_repetition_expected_count__level_low,81,0.0310797953305
0,84,prior_repetition_expected_count__level_mid,29,0.000228357692587
0,85,prior_symbol_group_count__level_high,42,0.0020397266975
0,86,prior_symbol_group_count__level_low,66,0.0287460604725
0,87,prior_symbol_group_count__level_mid,42,0.00746307983975
0,88,prior_time_pressure_index__level_high,33,0.000213504438252
0,89,prior_time_pressure_index__level_low,78,0.0370177360184
0,90,prior_time_pressure_index__level_mid,39,0.000230844090275
0,91,prior_total_nominal_time__level_high,50,0.000217413753092
0,92,prior_total_nominal_time__level_low,50,0.0308370354289
0,93,prior_total_nominal_time__level_mid,50,0.0127536144676
0,94,prior_verification_required__absent,90,0.0283613704607
0,95,prior_verification_required__present,60,0.000258786841999
1,0,prior_alpha_ratio__level_high,50,0.00964385281692
1,1,prior_alpha_ratio__level_low,50,0.0133278999379
1,2,prior_alpha_ratio__level_mid,50,0.00856326334677
1,3,prior_attention_deficit__level_high,49,0.000186736340993
1,4,prior_attention_deficit__level_low,51,0.0237495349966
1,5,prior_attention_deficit__level_mid,50,0.0146202622068
1,6,prior_coding_tool_type__value_codebook,46,0.000187044246031
1,7,prior_coding_tool_type__value_mixed,35,0.0196693747297
1,8,prior_coding_tool_type__value_mnemonic,23,0.0082500047477
1,9,prior_coding_tool_type__value_table,46,0.0152569630462
1,10,prior_condition_mean_adjusted_attention__level_high,44,0.0246874649394
1,11,prior_condition_mean_adjusted_attention__level_low,58,0.000207861260891
1,12,prior_condition_mean_adjusted_attention__level_mid,48,0.0105102970416
