topic_id,token_id,token,document_frequency,weight
0,0,prior_alpha_ratio__level_high,50,0.0136652974937
0,1,prior_alpha_ratio__level_low,50,0.000222454079833
0,2,prior_alpha_ratio__level_mid,50,0.0172004455508
0,3,prior_attention_deficit__level_high,49,0.000222085692504
0,4,prior_attention_deficit__level_low,51,0.000222117042202
0,5,prior_attention_deficit__level_mid,50,0.0603952945541
0,6,prior_coding_tool_type__value_codebook,46,0.000222083569205
0,7,prior_coding_tool_type__value_mixed,35,0.000222250473656
0,8,prior_coding_tool_type__value_mnemonic,23,0.000222077599487
0,9,prior_coding_tool_type__value_table,46,0.0498358648041
0,10,prior_condition_mean_adjusted_attention__level_high,44,0.000222102454755
0,11,prior_condition_mean_adjusted_attention__level_low,58,0.000222390205887
0,12,prior_condition_mean_adjusted_attention__level_mid,48,0.0460131870598
0,13,prior_condition_noise_adjustment__level_high,33,0.0310158844996
0,14,prior_condition_noise_adjustment__level_low,84,0.00022223845836
0,15,prior_condition_noise_adjustment__level_mid,33,0.0131928812433
0,16,prior_condition_noise_level__level_high,33,0.0310158844996
0,17,prior_condition_noise_level__level_low,84,0.00022223845836
0,18,prior_condition_noise_level__level_mid,33,0.0131928812433
0,19,prior_condition_profile__value_hard,61,0.032240689811
0,20,prior_condition_profile__value_moderate,47,0.0154295773368
0,21,prior_condition_profile__value_normal,42,0.000222115400952
0,22,prior_condition_time_pressure__level_high,33,0.00887548643568
0,23,prior_condition_time_pressure__level_low,78,0.0258288270129
0,24,prior_condition_time_pressure__level_mid,39,0.000222213027303
0,25,prior_condition_total_adjusted_time__level_high,50,0.00022229807857
0,26,prior_condition_total_adjusted_time__level_low,50,0.000222226814361
0,27,prior_condition_total_adjusted_time__level_mid,50,0.00915611377819
0,28,prior_control_expected_detection_rate__level_high,50,0.0152713339154
0,29,prior_control_expected_detection_rate__level_low,50,0.00022217169246
0,30,prior_control_expected_detection_rate__level_mid,50,0.0258825334793
0,31,prior_control_intensity__level_high,36,0.000222235247738
0,32,prior_control_intensity__level_low,76,0.000222147652606
0,33,prior_control_intensity__level_mid,38,0.0549406763951
0,34,prior_control_marker_ratio__level_high,50,0.000222493815532
0,35,prior_control_marker_ratio__level_low,50,0.00659179109879
0,36,prior_control_marker_ratio__level_mid,50,0.0225942918648
0,37,prior_digit_ratio__level_high,50,0.00022236769976
0,38,prior_digit_ratio__level_low,50,0.0203871872469
0,39,prior_digit_ratio__level_mid,50,0.0138557980914
0,40,prior_expected_error_probability__level_high,50,0.000222632406629
0,41,prior_expected_error_probability__level_low,50,0.000222379452311
0,42,prior_expected_error_probability__level_mid,50,0.0240993377701
0,43,prior_manual_operation_count__level_high,46,0.000222430753427
0,44,prior_manual_operation_count__level_low,59,0.000222340419758
0,45,prior_manual_operation_count__level_mid,45,0.00022255061996
0,46,prior_mean_complexity__level_high,30,0.00827305659132
0,47,prior_mean_complexity__level_low,60,0.00653151005916
0,48,prior_mean_complexity__level_mid,60,0.000222592307716
0,49,prior_mean_message_criticality__level_high,30,0.00022286898334
0,50,prior_mean_message_criticality__level_low,60,0.00022238167521
0,51,prior_mean_message_criticality__level_mid,60,0.0320772572588
0,52,prior_memory_load_index__level_high,50,0.00022241409276
0,53,prior_memory_load_index__level_low,50,0.000222401724619
0,54,prior_memory_load_index__level_mid,50,0.00534952750021
0,55,prior_message_entropy_estimate__level_high,50,0.0100843455769
0,56,prior_message_entropy_estimate__level_low,50,0.00698554331087
0,57,prior_message_entropy_estimate__level_mid,50,0.000222429203657
0,58,prior_message_length__level_high,42,0.000222222040934
0,59,prior_message_length__level_low,66,0.000222280268538
0,60,prior_message_length__level_mid,42,0.0134990462166
0,61,prior_operator_attention__level_high,25,0.000222063519836
0,62,prior_operator_attention__level_low,58,0.000222063528237
0,63,prior_operator_attention__level_mid,67,0.0809383795859
0,64,prior_operator_error_susceptibility__level_high,49,0.000222651892852
0,65,prior_operator_error_susceptibility__level_low,51,0.000222123512012
0,66,prior_operator_error_susceptibility__level_mid,50,0.0330879681692
0,67,prior_operator_fatigue__level_high,28,0.0114212894044
