document_index,run_id,protocol_id,scenario_id,theta_0,theta_1,theta_2,selected_k,doc_topic_prior,topic_word_prior,random_state
0,extended_run_001,prt_0000_00,scn_0000,0.622618426786,0.0123111313611,0.365070441853,3,,,101
1,extended_run_001,prt_0001_00,scn_0001,0.61801417126,0.0123170900572,0.369668738683,3,,,101
2,extended_run_001,prt_0002_00,scn_0002,0.553850368987,0.0125366361085,0.433612994904,3,,,101
3,extended_run_001,prt_0003_00,scn_0003,0.533997401761,0.0124189771659,0.453583621073,3,,,101
4,extended_run_001,prt_0004_00,scn_0004,0.489786784062,0.0124703669767,0.497742848961,3,,,101
5,extended_run_001,prt_0005_00,scn_0005,0.515399720077,0.0123291464218,0.472271133501,3,,,101
6,extended_run_001,prt_0006_00,scn_0006,0.497252870536,0.0122856227,0.490461506764,3,,,101
7,extended_run_001,prt_0007_00,scn_0007,0.546607766919,0.0122044405342,0.441187792547,3,,,101
8,extended_run_001,prt_0008_00,scn_0008,0.525320935873,0.0124329618921,0.462246102235,3,,,101
9,extended_run_001,prt_0009_00,scn_0009,0.53181887009,0.0121126175013,0.456068512409,3,,,101
10,extended_run_001,prt_0010_00,scn_0010,0.519197746581,0.0124400790648,0.468362174354,3,,,101
11,extended_run_001,prt_0011_00,scn_0011,0.347500557881,0.012599455901,0.639899986218,3,,,101
12,extended_run_001,prt_0012_00,scn_0012,0.255944799823,0.0125745211148,0.731480679062,3,,,101
13,extended_run_001,prt_0013_00,scn_0013,0.152187875337,0.0123957667068,0.835416357956,3,,,101
14,extended_run_001,prt_0014_00,scn_0014,0.0121772805871,0.0118441550272,0.975978564386,3,,,101
15,extended_run_001,prt_0015_00,scn_0015,0.0136751550155,0.0124643412967,0.973860503688,3,,,101
16,extended_run_001,prt_0016_00,scn_0016,0.0127042777348,0.0121296832876,0.975166038978,3,,,101
17,extended_run_001,prt_0017_00,scn_0017,0.012504902948,0.0120071759404,0.975487921112,3,,,101
18,extended_run_001,prt_0018_00,scn_0018,0.0122952203748,0.0118388430576,0.975865936568,3,,,101
19,extended_run_001,prt_0019_00,scn_0019,0.0121700932423,0.011997985958,0.9758319208,3,,,101
20,extended_run_001,prt_0020_00,scn_0020,0.012536717242,0.0121359449963,0.975327337762,3,,,101
21,extended_run_001,prt_0021_00,scn_0021,0.0129962695755,0.0122432556505,0.974760474774,3,,,101
22,extended_run_001,prt_0022_00,scn_0022,0.0118763853102,0.0116603169218,0.976463297768,3,,,101
23,extended_run_001,prt_0023_00,scn_0023,0.0129339327274,0.0120538959374,0.975012171335,3,,,101
24,extended_run_001,prt_0024_00,scn_0024,0.0121349416179,0.0116236540761,0.976241404306,3,,,101
25,extended_run_001,prt_0025_00,scn_0025,0.23820782248,0.0120161993821,0.749775978138,3,,,101
26,extended_run_001,prt_0026_00,scn_0026,0.0121089456977,0.0112631126039,0.976627941698,3,,,101
27,extended_run_001,prt_0027_00,scn_0027,0.0119224789638,0.0112104635326,0.976867057504,3,,,101
28,extended_run_001,prt_0028_00,scn_0028,0.0127196135925,0.0114808523432,0.975799534064,3,,,101
29,extended_run_001,prt_0029_00,scn_0029,0.0118139185433,0.0113802253215,0.976805856135,3,,,101
30,extended_run_001,prt_0030_00,scn_0030,0.0126595776418,0.0114384144939,0.975902007864,3,,,101
31,extended_run_001,prt_0031_00,scn_0031,0.0117104520284,0.011158744674,0.977130803298,3,,,101
32,extended_run_001,prt_0032_00,scn_0032,0.0117555726673,0.0112190449479,0.977025382385,3,,,101
33,extended_run_001,prt_0033_00,scn_0033,0.223874610222,0.0111237458415,0.765001643937,3,,,101
34,extended_run_001,prt_0034_00,scn_0034,0.318607755306,0.0112531193913,0.670139125303,3,,,101
35,extended_run_001,prt_0035_00,scn_0035,0.977239288493,0.0112748732824,0.0114858382244,3,,,101
36,extended_run_001,prt_0036_00,scn_0036,0.977538723274,0.0110608149912,0.0114004617344,3,,,101
37,extended_run_001,prt_0037_00,scn_0037,0.977244859813,0.0112190009654,0.0115361392216,3,,,101
38,extended_run_001,prt_0038_00,scn_0038,0.976273260465,0.0117525952248,0.0119741443106,3,,,101
39,extended_run_001,prt_0039_00,scn_0039,0.975809697517,0.0121523243351,0.012037978148,3,,,101
40,extended_run_001,prt_0040_00,scn_0040,0.976289355662,0.0119904931478,0.0117201511899,3,,,101
41,extended_run_001,prt_0041_00,scn_0041,0.976347980376,0.0119311287336,0.01172089089,3,,,101
42,extended_run_001,prt_0042_00,scn_0042,0.976113758601,0.0117631060161,0.012123135383,3,,,101
43,extended_run_001,prt_0043_00,scn_0043,0.975768945862,0.0118488822278,0.0123821719103,3,,,101
44,extended_run_001,prt_0044_00,scn_0044,0.472002182415,0.515092402879,0.012905414706,3,,,101
45,extended_run_001,prt_0045_00,scn_0045,0.255478647235,0.732801674201,0.0117196785639,3,,,101
46,extended_run_001,prt_0046_00,scn_0046,0.259432154076,0.728425705034,0.0121421408899,3,,,101
47,extended_run_001,prt_0047_00,scn_0047,0.158916237638,0.829293577598,0.0117901847648,3,,,101
48,extended_run_001,prt_0048_00,scn_0048,0.151693224955,0.83661820877,0.0116885662749,3,,,101
49,extended_run_001,prt_0049_00,scn_0049,0.426117346215,0.560093758391,0.0137888953931,3,,,101
50,extended_run_001,prt_0050_00,scn_0050,0.475043943728,0.51233978817,0.0126162681011,3,,,101
51,extended_run_001,prt_0051_00,scn_0051,0.0123778768825,0.97544002617,0.0121820969477,3,,,101
52,extended_run_001,prt_0052_00,scn_0052,0.0129466293725,0.975201331325,0.0118520393027,3,,,101
53,extended_run_001,prt_0053_00,scn_0053,0.0120206890368,0.976308906876,0.0116704040871,3,,,101
54,extended_run_001,prt_0054_00,scn_0054,0.16171987343,0.825619394582,0.0126607319878,3,,,101
55,extended_run_001,prt_0055_00,scn_0055,0.247461215926,0.74002431423,0.0125144698436,3,,,101
56,extended_run_001,prt_0056_00,scn_0056,0.331299115838,0.656771726788,0.0119291573742,3,,,101
57,extended_run_001,prt_0057_00,scn_0057,0.0118495637219,0.976620083311,0.0115303529669,3,,,101
58,extended_run_001,prt_0058_00,scn_0058,0.0124032292495,0.975942159229,0.0116546115212,3,,,101
59,extended_run_001,prt_0059_00,scn_0059,0.0116265260461,0.976692237971,0.0116812359831,3,,,101
60,extended_run_001,prt_0060_00,scn_0060,0.0129867860414,0.97509056329,0.011922650669,3,,,101
61,extended_run_001,prt_0061_00,scn_0061,0.0123067192282,0.975689906618,0.0120033741535,3,,,101
62,extended_run_001,prt_0062_00,scn_0062,0.0118583790526,0.976224287268,0.0119173336795,3,,,101
63,extended_run_001,prt_0063_00,scn_0063,0.123118939446,0.864828901561,0.0120521589922,3,,,101
64,extended_run_001,prt_0064_00,scn_0064,0.165019128235,0.823047328833,0.0119335429315,3,,,101
65,extended_run_001,prt_0065_00,scn_0065,0.23964588907,0.747753381741,0.0126007291886,3,,,101
66,extended_run_001,prt_0066_00,scn_0066,0.3403254149,0.540880973565,0.118793611535,3,,,101
67,extended_run_001,prt_0067_00,scn_0067,0.246049181735,0.604664337017,0.149286481248,3,,,101
68,extended_run_001,prt_0068_00,scn_0068,0.0116984177891,0.825148858214,0.163152723997,3,,,101
69,extended_run_001,prt_0069_00,scn_0069,0.0117190816031,0.705568042898,0.282712875499,3,,,101
70,extended_run_001,prt_0070_00,scn_0070,0.0122941719118,0.976344216912,0.0113616111761,3,,,101
71,extended_run_001,prt_0071_00,scn_0071,0.01173158548,0.977100086345,0.011168328175,3,,,101
72,extended_run_001,prt_0072_00,scn_0072,0.0122186964437,0.976509109516,0.0112721940408,3,,,101
73,extended_run_001,prt_0073_00,scn_0073,0.0117461639397,0.977109571947,0.0111442641136,3,,,101
74,extended_run_001,prt_0074_00,scn_0074,0.0116106154921,0.977078628461,0.0113107560464,3,,,101
75,extended_run_001,prt_0075_00,scn_0075,0.0124869268299,0.975853221819,0.0116598513508,3,,,101
76,extended_run_001,prt_0076_00,scn_0076,0.422446682836,0.564769062697,0.0127842544671,3,,,101
77,extended_run_001,prt_0077_00,scn_0077,0.597248304311,0.39104501097,0.0117066847198,3,,,101
78,extended_run_001,prt_0078_00,scn_0078,0.603226818772,0.384174628516,0.012598552712,3,,,101
79,extended_run_001,prt_0079_00,scn_0079,0.556363271185,0.430188268142,0.0134484606728,3,,,101
80,extended_run_001,prt_0080_00,scn_0080,0.618253995387,0.369796851393,0.0119491532198,3,,,101
81,extended_run_001,prt_0081_00,scn_0081,0.564228413969,0.423217470931,0.0125541150995,3,,,101
82,extended_run_001,prt_0082_00,scn_0082,0.588284155311,0.399101892906,0.0126139517832,3,,,101
83,extended_run_001,prt_0083_00,scn_0083,0.593088259229,0.393696759327,0.0132149814441,3,,,101
84,extended_run_001,prt_0084_00,scn_0084,0.571536640382,0.415125111437,0.0133382481817,3,,,101
85,extended_run_001,prt_0085_00,scn_0085,0.312761519698,0.0115474043326,0.675691075969,3,,,101
86,extended_run_001,prt_0086_00,scn_0086,0.226730618415,0.0114047730492,0.761864608536,3,,,101
87,extended_run_001,prt_0087_00,scn_0087,0.181951956295,0.011381618727,0.806666424978,3,,,101
88,extended_run_001,prt_0088_00,scn_0088,0.0116698912252,0.0119307087433,0.976399400031,3,,,101
89,extended_run_001,prt_0089_00,scn_0089,0.0115646974278,0.0115806230477,0.976854679524,3,,,101
90,extended_run_001,prt_0090_00,scn_0090,0.011821866373,0.0118811763929,0.976296957234,3,,,101
91,extended_run_001,prt_0091_00,scn_0091,0.0121676993442,0.0120932342758,0.97573906638,3,,,101
92,extended_run_001,prt_0092_00,scn_0092,0.0117777561675,0.0116568953302,0.976565348502,3,,,101
93,extended_run_001,prt_0093_00,scn_0093,0.0113799131573,0.0114800381945,0.977140048648,3,,,101
94,extended_run_001,prt_0094_00,scn_0094,0.0113099737195,0.0116684973391,0.977021528941,3,,,101
95,extended_run_001,prt_0095_00,scn_0095,0.0113203390757,0.0114623074406,0.977217353484,3,,,101
