topic_id,token_id,token,document_frequency,weight
0,0,prior_alpha_ratio__level_high,50,0.000287592945181
0,1,prior_alpha_ratio__level_low,50,0.000288295200354
0,2,prior_alpha_ratio__level_mid,50,0.00028766230312
0,3,prior_attention_deficit__level_high,49,0.000286266199717
0,4,prior_attention_deficit__level_low,51,0.000286305897559
0,5,prior_attention_deficit__level_mid,50,0.0682047221286
0,6,prior_coding_tool_type__value_codebook,46,0.000286225118827
0,7,prior_coding_tool_type__value_mixed,35,0.000286721061033
0,8,prior_coding_tool_type__value_mnemonic,23,0.000286258037446
0,9,prior_coding_tool_type__value_table,46,0.0584577057514
0,10,prior_condition_mean_adjusted_attention__level_high,44,0.000286292530306
0,11,prior_condition_mean_adjusted_attention__level_low,58,0.000288085904972
0,12,prior_condition_mean_adjusted_attention__level_mid,48,0.050402666376
0,13,prior_condition_noise_adjustment__level_high,33,0.0389747708313
0,14,prior_condition_noise_adjustment__level_low,84,0.000286651568607
0,15,prior_condition_noise_adjustment__level_mid,33,0.000286947106478
0,16,prior_condition_noise_level__level_high,33,0.0389747708313
0,17,prior_condition_noise_level__level_low,84,0.000286651568607
0,18,prior_condition_noise_level__level_mid,33,0.000286947106478
0,19,prior_condition_profile__value_hard,61,0.0418038390318
0,20,prior_condition_profile__value_moderate,47,0.00028719308813
0,21,prior_condition_profile__value_normal,42,0.000286290281955
0,22,prior_condition_time_pressure__level_high,33,0.0101933626969
0,23,prior_condition_time_pressure__level_low,78,0.0184906409702
0,24,prior_condition_time_pressure__level_mid,39,0.000287353625822
0,25,prior_condition_total_adjusted_time__level_high,50,0.000286883567867
0,26,prior_condition_total_adjusted_time__level_low,50,0.000286601568916
0,27,prior_condition_total_adjusted_time__level_mid,50,0.0049742421404
0,28,prior_control_expected_detection_rate__level_high,50,0.017776772348
0,29,prior_control_expected_detection_rate__level_low,50,0.000286593258759
0,30,prior_control_expected_detection_rate__level_mid,50,0.0321967725996
0,31,prior_control_intensity__level_high,36,0.000286642101267
0,32,prior_control_intensity__level_low,76,0.000286656508156
